uid,left,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,sales,salary
1394,1,0.42,0.53,2,158,3,0,0,support,low
1395,1,0.36,0.54,2,158,3,0,0,support,low
1396,1,0.44,0.48,2,158,3,0,0,technical,low
1397,1,0.37,0.57,2,158,3,0,0,technical,low
1398,1,0.37,0.52,2,158,3,0,0,support,low
1399,1,0.4,0.53,2,158,3,0,0,sales,low
1400,1,0.45,0.48,2,158,3,0,0,technical,low
1401,1,0.43,0.52,2,158,3,0,0,sales,medium
1402,1,0.45,0.57,2,158,3,0,0,sales,low
1403,1,0.36,0.48,2,158,3,0,0,IT,low
1404,1,0.37,0.46,2,158,3,0,0,hr,low
1405,1,0.44,0.56,2,158,3,0,0,accounting,medium
1406,1,0.39,0.54,2,158,3,0,0,support,low
1407,1,0.38,0.55,2,158,3,0,0,support,low
1408,1,0.43,0.47,2,158,3,0,0,product_mng,low
1409,1,0.39,0.57,2,158,3,0,0,sales,low
1410,1,0.4,0.53,2,158,3,0,0,sales,low
1411,1,0.45,0.48,2,158,3,0,0,technical,low
1412,1,0.43,0.52,2,158,3,0,0,sales,medium
1413,1,0.45,0.57,2,158,3,0,0,sales,low
1414,1,0.36,0.48,2,158,3,0,0,IT,low
1415,1,0.37,0.46,2,158,3,0,0,hr,low
1416,1,0.44,0.56,2,158,3,0,0,accounting,medium
1417,1,0.39,0.54,2,158,3,0,0,support,low
1418,1,0.38,0.55,2,158,3,0,0,support,low
1419,1,0.44,0.48,2,158,3,0,0,technical,low
1420,1,0.37,0.57,2,158,3,0,0,technical,low
1421,1,0.37,0.52,2,158,3,0,0,support,low
1422,1,0.37,0.52,2,159,3,0,0,sales,low
1423,1,0.42,0.47,2,159,3,0,0,marketing,low
1424,1,0.37,0.48,2,159,3,0,0,sales,low
1425,1,0.38,0.51,2,159,3,0,0,sales,medium
1426,1,0.36,0.48,2,159,3,0,0,product_mng,low
1427,1,0.41,0.52,2,159,3,0,0,sales,low
1428,1,0.39,0.55,2,159,3,0,0,technical,high
1429,1,0.44,0.53,2,159,3,0,0,sales,low
1430,1,0.4,0.55,2,159,3,0,0,sales,low
1431,1,0.39,0.46,2,159,3,0,0,sales,medium
1432,1,0.42,0.54,2,159,3,0,0,sales,medium
1433,1,0.42,0.57,2,159,3,0,0,hr,low
1434,1,0.37,0.55,2,159,3,0,0,support,medium
1435,1,0.36,0.56,2,159,3,0,0,sales,medium
1436,1,0.41,0.55,2,159,3,0,0,IT,medium
1437,1,0.41,0.51,2,159,3,0,0,IT,medium
1438,1,0.43,0.55,2,159,3,0,0,RandD,low
1439,1,0.39,0.48,2,159,3,0,0,product_mng,medium
1440,1,0.38,0.51,2,159,3,0,0,technical,low
1441,1,0.38,0.51,2,159,3,0,0,sales,low
1442,1,0.45,0.53,2,159,3,0,0,sales,low
1443,1,0.45,0.46,2,159,3,0,0,hr,high
1444,1,0.43,0.57,2,159,3,1,0,technical,low
1445,1,0.37,0.47,2,159,3,1,0,product_mng,medium
1446,1,0.37,0.52,2,159,3,0,0,sales,low
1447,1,0.42,0.47,2,159,3,0,0,marketing,low
1448,1,0.37,0.48,2,159,3,0,0,sales,low
1449,1,0.38,0.51,2,159,3,0,0,sales,medium
1450,1,0.36,0.48,2,159,3,0,0,product_mng,low
1451,1,0.41,0.52,2,159,3,0,0,sales,low
1452,1,0.39,0.55,2,159,3,0,0,technical,high
1453,1,0.44,0.53,2,159,3,0,0,sales,low
1454,1,0.4,0.55,2,159,3,0,0,sales,low
1455,1,0.39,0.46,2,159,3,0,0,sales,medium
1456,1,0.42,0.54,2,159,3,0,0,sales,medium
1457,1,0.37,0.52,2,159,3,0,0,sales,low
1458,1,0.42,0.47,2,159,3,0,0,marketing,low
1459,1,0.37,0.48,2,159,3,0,0,sales,low
1460,1,0.38,0.51,2,159,3,0,0,sales,medium
1461,1,0.36,0.48,2,159,3,0,0,product_mng,low
1462,1,0.41,0.52,2,159,3,0,0,sales,low
1463,1,0.39,0.55,2,159,3,0,0,technical,high
1464,1,0.38,0.51,2,159,3,0,0,sales,low
1465,1,0.45,0.53,2,159,3,0,0,sales,low
1466,1,0.45,0.46,2,159,3,0,0,hr,high
1467,1,0.43,0.57,2,159,3,1,0,technical,low
1468,1,0.45,0.47,2,160,3,0,0,sales,low
1469,1,0.45,0.51,2,160,3,1,1,sales,low
1470,1,0.43,0.52,2,160,3,0,0,technical,low
1471,1,0.39,0.48,2,160,3,0,0,sales,low
1472,1,0.41,0.46,2,160,3,0,1,sales,low
1473,1,0.41,0.57,2,160,3,0,0,support,low
1474,1,0.43,0.53,2,160,3,0,0,support,low
1475,1,0.4,0.57,2,160,3,0,0,accounting,low
1476,1,0.43,0.57,2,160,3,0,0,technical,medium
1477,1,0.43,0.49,2,160,3,0,0,technical,medium
1478,1,0.37,0.48,2,160,3,0,0,product_mng,low
1479,1,0.45,0.52,2,160,3,0,0,sales,low
1480,1,0.37,0.45,2,160,3,0,0,marketing,medium
1481,1,0.43,0.48,2,160,3,0,0,sales,medium
1482,1,0.37,0.48,2,160,3,0,0,IT,low
1483,1,0.4,0.46,2,160,3,0,0,technical,low
1484,1,0.38,0.55,2,160,3,0,0,technical,low
1485,1,0.4,0.51,2,160,3,0,0,support,medium
1486,1,0.41,0.56,2,160,3,0,0,sales,low
1487,1,0.39,0.56,2,160,3,0,0,sales,low
1488,1,0.39,0.56,2,160,3,0,0,sales,low
1489,1,0.42,0.52,2,160,3,0,0,support,low
1490,1,0.38,0.46,2,160,3,0,0,support,low
1491,1,0.37,0.48,2,160,3,0,0,support,low
1492,1,0.4,0.49,2,160,3,0,0,marketing,low
1493,1,0.45,0.47,2,160,3,0,0,sales,low
1494,1,0.45,0.51,2,160,3,1,1,sales,low
1495,1,0.43,0.52,2,160,3,0,0,technical,low
1496,1,0.39,0.48,2,160,3,0,0,sales,low
1497,1,0.41,0.46,2,160,3,0,1,sales,low
1498,1,0.41,0.57,2,160,3,0,0,support,low
1499,1,0.43,0.53,2,160,3,0,0,support,low
1500,1,0.4,0.57,2,160,3,0,0,accounting,low
1501,1,0.43,0.57,2,160,3,0,0,technical,medium
1502,1,0.43,0.49,2,160,3,0,0,technical,medium
1503,1,0.37,0.48,2,160,3,0,0,product_mng,low
1504,1,0.45,0.47,2,160,3,0,0,sales,low
1505,1,0.45,0.51,2,160,3,1,1,sales,low
1506,1,0.43,0.52,2,160,3,0,0,technical,low
1507,1,0.39,0.48,2,160,3,0,0,sales,low
1508,1,0.41,0.46,2,160,3,0,1,sales,low
1509,1,0.41,0.57,2,160,3,0,0,support,low
1510,1,0.43,0.53,2,160,3,0,0,support,low
1511,1,0.4,0.57,2,160,3,0,0,accounting,low
1512,1,0.37,0.48,2,160,3,0,0,support,low
1513,1,0.59,1,2,160,5,0,0,product_mng,low
1514,1,0.38,0.56,2,161,3,0,0,RandD,medium
1515,1,0.43,0.5,2,161,3,0,0,technical,low
1516,1,0.39,0.48,2,161,3,0,0,IT,low
1517,1,0.46,0.48,2,161,3,0,0,technical,low
1518,1,0.4,0.48,2,161,3,0,0,IT,medium
1519,1,0.46,0.53,2,161,3,0,0,sales,low
1520,1,0.41,0.55,2,161,3,0,0,IT,low
1521,1,0.38,0.52,2,161,3,0,0,IT,medium
1522,1,0.38,0.56,2,161,3,0,0,RandD,medium
1523,1,0.38,0.56,2,161,3,0,0,RandD,medium
1524,1,0.46,0.53,2,161,3,0,0,sales,low
1525,1,0.53,0.85,2,164,5,0,0,support,low
1526,1,0.53,0.85,2,164,5,0,0,support,low
1527,1,0.53,0.85,2,164,5,0,0,support,low
1528,1,0.85,0.9,2,168,2,0,0,sales,medium
1529,1,0.65,0.86,2,181,2,0,0,support,low
1530,1,0.89,0.95,2,181,5,0,0,technical,medium
1531,1,0.89,0.95,2,181,5,0,0,technical,medium
1532,1,0.89,0.95,2,181,5,0,0,technical,medium
1533,1,0.48,0.78,2,198,2,0,0,technical,medium
1534,1,0.48,0.78,2,198,2,0,0,technical,medium
1535,1,0.48,0.78,2,198,2,0,0,technical,medium
1536,1,0.8,0.83,2,211,3,0,0,support,low
1537,1,0.8,0.83,2,211,3,0,0,support,low
1538,1,0.8,0.83,2,211,3,0,0,support,low
1539,1,0.46,0.86,2,212,4,0,0,sales,medium
1540,1,0.72,1,2,240,2,0,0,RandD,low
1541,1,0.26,0.46,2,242,3,0,0,technical,low
1542,1,0.1,0.55,2,247,4,0,0,sales,medium
1543,1,0.1,0.55,2,247,4,0,0,sales,medium
1544,1,0.1,0.55,2,247,4,0,0,sales,medium
1545,1,0.43,0.47,2,248,2,0,0,sales,medium
1546,1,0.29,0.48,2,249,4,0,0,IT,medium
1547,1,0.61,0.47,2,253,3,0,0,sales,low
1548,1,0.61,0.47,2,253,3,0,0,sales,low
1549,1,0.61,0.47,2,253,3,0,0,sales,low
1550,1,0.66,0.67,2,255,3,0,0,technical,low
1551,1,0.66,0.67,2,255,3,0,0,technical,low
1552,1,0.66,0.67,2,255,3,0,0,technical,low
1553,1,0.6,0.92,2,258,5,0,0,sales,low
1554,1,0.6,0.92,2,258,5,0,0,sales,low
1555,1,0.6,0.92,2,258,5,0,0,sales,low
1556,1,0.61,0.58,2,264,4,0,0,technical,low
1557,1,0.7,0.53,2,274,4,0,0,sales,low
1558,1,0.7,0.53,2,274,4,0,0,sales,low
1559,1,0.7,0.53,2,274,4,0,0,sales,low
1560,1,0.74,0.99,2,277,3,0,0,IT,medium
1561,1,0.74,0.99,2,277,3,0,0,IT,medium
1562,1,0.74,0.99,2,277,3,0,0,IT,medium
1563,1,0.32,0.6,2,280,4,0,0,technical,low
1564,1,0.39,0.68,2,282,5,0,0,marketing,low
1565,1,0.39,0.68,2,282,5,0,0,marketing,low
1566,1,0.4,0.65,2,296,5,0,0,sales,medium
1567,1,0.7,0.93,2,310,3,0,0,product_mng,low
1568,1,0.62,0.89,3,131,4,0,0,sales,low
1569,1,0.8,0.95,3,146,5,0,0,hr,low
1570,1,0.89,0.79,3,149,2,0,0,support,medium
1571,1,0.72,0.6,3,153,5,0,0,technical,low
1572,1,0.72,0.6,3,153,5,0,0,technical,low
1573,1,0.38,0.88,3,154,4,0,0,technical,medium
1574,1,0.59,1,3,156,4,0,0,accounting,low
1575,1,0.86,0.98,3,158,5,0,0,sales,low
1576,1,0.86,0.98,3,158,5,0,0,sales,low
1577,1,0.78,0.66,3,164,3,0,0,sales,low
1578,1,0.78,0.66,3,164,3,0,0,sales,low
1579,1,0.67,0.54,3,166,5,0,0,IT,medium
1580,1,0.71,0.87,3,177,4,0,0,hr,medium
1581,1,0.71,0.87,3,177,4,0,0,hr,medium
1582,1,0.71,0.87,3,177,4,0,0,hr,medium
1583,1,0.89,0.48,3,178,5,0,0,accounting,low
1584,1,0.63,0.94,3,179,2,0,0,support,medium
1585,1,0.1,0.68,3,179,3,0,0,IT,medium
1586,1,0.55,0.6,3,180,4,0,0,technical,medium
1587,1,0.55,0.6,3,180,4,0,0,technical,medium
1588,1,0.55,0.6,3,180,4,0,0,technical,medium
1589,1,0.84,0.74,3,182,4,0,0,technical,low
1590,1,0.84,0.74,3,182,4,0,0,technical,low
1591,1,0.84,0.74,3,182,4,0,0,technical,low
1592,1,0.7,0.89,3,183,5,0,0,support,low
1593,1,0.7,0.89,3,183,5,0,0,support,low
1594,1,0.7,0.89,3,183,5,0,0,support,low
1595,1,0.17,0.75,3,188,4,0,0,technical,low
1596,1,0.42,0.53,3,199,4,0,0,technical,medium
1597,1,0.42,0.53,3,199,4,0,0,technical,medium
1598,1,0.42,0.53,3,199,4,0,0,technical,medium
1599,1,0.42,1,3,202,3,0,0,sales,medium
1600,1,0.42,1,3,202,3,0,0,sales,medium
1601,1,0.41,0.71,3,205,4,0,0,marketing,low
1602,1,0.09,0.87,3,214,2,0,0,support,medium
1603,1,0.09,0.87,3,214,2,0,0,support,medium
1604,1,0.42,0.75,3,218,4,0,0,management,medium
1605,1,0.42,0.75,3,218,4,0,0,management,medium
1606,1,0.48,0.93,3,219,6,0,0,technical,low
1607,1,0.48,0.93,3,219,6,0,0,technical,low
1608,1,0.48,0.93,3,219,6,0,0,technical,low
1609,1,0.78,0.81,3,222,2,0,0,sales,low
1610,1,0.85,0.58,3,226,2,0,0,support,medium
1611,1,0.85,0.58,3,226,2,0,0,support,medium
1612,1,0.35,0.99,3,236,4,0,0,sales,medium
1613,1,0.35,0.99,3,236,4,0,0,sales,medium
1614,1,0.48,0.88,3,239,3,0,0,sales,low
1615,1,0.78,0.71,3,249,5,0,0,marketing,medium
1616,1,0.78,0.71,3,249,5,0,0,marketing,medium
1617,1,0.6,0.85,3,250,2,0,0,support,low
1618,1,0.8,0.53,3,255,5,0,0,technical,high
1619,1,0.8,0.53,3,255,5,0,0,technical,high
1620,1,0.8,0.53,3,255,5,0,0,technical,high
1621,1,0.8,0.75,3,268,2,0,0,sales,medium
1622,1,0.8,0.75,3,268,2,0,0,sales,medium
1623,1,0.8,0.75,3,268,2,0,0,sales,medium
1624,1,0.44,0.65,3,271,4,0,0,sales,low
1625,1,0.44,0.65,3,271,4,0,0,sales,low
1626,1,0.57,0.7,3,273,6,0,0,support,low
1627,1,0.57,0.7,3,273,6,0,0,support,low
1628,1,0.57,0.7,3,273,6,0,0,support,low
1629,1,0.12,1,3,278,4,0,0,RandD,medium
1630,1,0.12,1,3,278,4,0,0,RandD,medium
1631,1,0.12,1,3,278,4,0,0,RandD,medium
1632,1,0.79,0.58,3,294,4,0,0,hr,low
1633,1,0.79,0.58,3,294,4,0,0,hr,low
1634,1,0.79,0.58,3,294,4,0,0,hr,low
1635,1,0.27,0.56,3,301,3,0,0,support,low
1636,1,0.27,0.56,3,301,3,0,0,support,low
1637,1,0.27,0.56,3,301,3,0,0,support,low
1638,1,0.87,0.9,3,307,5,0,0,technical,low
1639,1,0.3,0.56,3,309,4,1,0,technical,low
1640,1,0.78,0.45,4,128,2,0,0,sales,low
1641,1,0.47,0.81,4,133,3,0,0,RandD,low
1642,1,0.51,0.79,4,134,3,0,0,technical,low
1643,1,0.43,0.55,4,134,3,0,0,marketing,low
1644,1,0.5,0.85,4,138,3,0,0,accounting,medium
1645,1,0.79,0.59,4,139,3,0,1,management,low
1646,1,0.79,0.59,4,139,3,0,1,management,low
1647,1,0.79,0.59,4,139,3,0,1,management,low
1648,1,0.34,0.67,4,141,2,0,0,sales,low
1649,1,0.34,0.67,4,141,2,0,0,sales,low
1650,1,0.34,0.67,4,141,2,0,0,sales,low
1651,1,0.31,0.77,4,149,3,0,0,sales,medium
1652,1,0.31,0.77,4,149,3,0,0,sales,medium
1653,1,0.77,0.87,4,150,4,0,0,product_mng,low
1654,1,0.14,0.62,4,158,4,1,0,technical,low
1655,1,0.14,0.62,4,158,4,1,0,technical,low
1656,1,0.14,0.62,4,158,4,1,0,technical,low
1657,1,0.57,0.61,4,158,5,0,0,support,medium
1658,1,0.54,0.74,4,164,2,0,0,sales,low
1659,1,0.54,0.74,4,164,2,0,0,sales,low
1660,1,0.54,0.74,4,164,2,0,0,sales,low
1661,1,0.72,1,4,169,3,0,0,sales,medium
1662,1,0.14,0.47,4,175,2,0,0,RandD,medium
1663,1,0.31,0.87,4,184,3,0,0,technical,low
1664,1,0.31,0.87,4,184,3,0,0,technical,low
1665,1,0.19,1,4,192,4,0,0,accounting,low
1666,1,0.19,1,4,192,4,0,0,accounting,low
1667,1,0.19,1,4,192,4,0,0,accounting,low
1668,1,0.61,0.86,4,196,4,0,0,hr,low
1669,1,0.23,0.99,4,204,4,1,0,accounting,low
1670,1,0.76,0.88,4,206,4,0,0,hr,medium
1671,1,0.76,0.88,4,206,4,0,0,hr,medium
1672,1,0.76,0.88,4,206,4,0,0,hr,medium
1673,1,0.45,0.68,4,212,4,1,0,sales,low
1674,1,0.25,0.46,4,214,4,0,0,technical,medium
1675,1,0.25,0.46,4,214,4,0,0,technical,medium
1676,1,0.25,0.46,4,214,4,0,0,technical,medium
1677,1,0.75,1,4,216,6,0,0,technical,low
1678,1,0.75,1,4,216,6,0,0,technical,low
1679,1,0.75,1,4,216,6,0,0,technical,low
1680,1,0.77,0.82,4,217,5,0,0,hr,medium
1681,1,0.89,1,4,217,5,0,0,sales,medium
1682,1,0.85,0.96,4,217,5,0,0,technical,low
1683,1,0.78,0.83,4,217,6,0,0,support,medium
1684,1,0.78,0.83,4,217,6,0,0,support,medium
1685,1,0.78,0.83,4,217,6,0,0,support,medium
1686,1,0.8,0.97,4,218,5,1,0,support,medium
1687,1,0.79,1,4,218,5,0,0,sales,low
1688,1,0.81,0.81,4,218,5,1,0,IT,low
1689,1,0.57,0.85,4,219,2,1,0,sales,medium
1690,1,0.76,0.91,4,219,5,0,0,sales,low
1691,1,0.92,0.94,4,219,5,0,0,technical,low
1692,1,0.89,0.96,4,219,6,0,0,product_mng,medium
1693,1,0.72,0.95,4,220,5,0,0,product_mng,low
1694,1,0.76,1,4,220,6,0,0,RandD,medium
1695,1,0.85,0.89,4,221,5,0,0,technical,low
1696,1,0.82,0.85,4,223,5,0,0,technical,medium
1697,1,0.83,0.99,4,223,5,0,0,accounting,medium
1698,1,0.82,0.85,4,223,5,0,0,technical,medium
1699,1,0.83,0.99,4,223,5,0,0,accounting,medium
1700,1,0.82,0.85,4,223,5,0,0,technical,medium
1701,1,0.73,0.95,4,223,6,0,0,support,low
1702,1,0.87,1,4,224,5,0,0,technical,medium
1703,1,0.85,1,4,225,5,0,0,technical,low
1704,1,0.88,0.92,4,225,5,0,0,accounting,low
1705,1,0.78,0.93,4,225,5,0,0,sales,medium
1706,1,0.85,1,4,225,5,0,0,technical,low
1707,1,0.85,1,4,225,5,0,0,technical,low
1708,1,0.78,0.93,4,225,5,0,0,sales,medium
1709,1,0.81,0.9,4,226,5,0,0,product_mng,medium
1710,1,0.79,0.93,4,226,5,0,0,sales,low
1711,1,0.74,0.9,4,226,5,0,0,sales,medium
1712,1,0.81,0.9,4,226,5,0,0,product_mng,medium
1713,1,0.79,0.93,4,226,5,0,0,sales,low
1714,1,0.81,0.9,4,226,5,0,0,product_mng,medium
1715,1,0.92,0.87,4,226,6,1,0,technical,medium
1716,1,0.92,0.87,4,226,6,1,0,technical,medium
1717,1,0.92,0.87,4,226,6,1,0,technical,medium
1718,1,0.84,0.83,4,227,5,0,0,accounting,low
1719,1,0.84,0.83,4,227,5,0,0,accounting,low
1720,1,0.84,0.83,4,227,5,0,0,accounting,low
1721,1,0.78,0.87,4,228,5,0,0,support,low
1722,1,0.87,0.91,4,228,5,0,0,sales,low
1723,1,0.74,0.97,4,228,5,0,0,hr,low
1724,1,0.87,1,4,228,5,0,0,support,medium
1725,1,0.75,0.89,4,228,5,0,0,support,low
1726,1,0.78,0.87,4,228,5,0,0,support,low
1727,1,0.87,0.91,4,228,5,0,0,sales,low
1728,1,0.74,0.97,4,228,5,0,0,hr,low
1729,1,0.87,1,4,228,5,0,0,support,medium
1730,1,0.78,0.87,4,228,5,0,0,support,low
1731,1,0.87,0.91,4,228,5,0,0,sales,low
1732,1,0.74,0.97,4,228,5,0,0,hr,low
1733,1,0.81,0.91,4,229,5,0,0,support,low
1734,1,0.79,1,4,229,5,1,0,management,medium
1735,1,0.9,1,4,229,5,0,0,sales,low
1736,1,0.81,0.91,4,229,5,0,0,support,low
1737,1,0.82,1,4,229,6,0,0,hr,medium
1738,1,0.92,0.87,4,229,6,0,0,sales,low
1739,1,0.82,1,4,229,6,0,0,hr,medium
1740,1,0.82,1,4,229,6,0,0,hr,medium
1741,1,0.77,0.93,4,231,5,0,0,hr,medium
1742,1,0.74,0.96,4,231,5,0,0,technical,low
1743,1,0.77,0.93,4,231,5,0,0,hr,medium
1744,1,0.77,0.93,4,231,5,0,0,hr,medium
1745,1,0.74,0.91,4,232,5,0,0,technical,medium
1746,1,0.77,1,4,232,5,0,0,technical,medium
1747,1,0.79,0.94,4,232,5,0,0,technical,medium
1748,1,0.91,0.96,4,232,5,0,0,sales,low
1749,1,0.86,1,4,232,5,0,0,product_mng,medium
1750,1,0.74,0.91,4,232,5,0,0,technical,medium
1751,1,0.77,1,4,232,5,0,0,technical,medium
1752,1,0.79,0.94,4,232,5,0,0,technical,medium
1753,1,0.91,0.96,4,232,5,0,0,sales,low
1754,1,0.74,0.91,4,232,5,0,0,technical,medium
1755,1,0.77,1,4,232,5,0,0,technical,medium
1756,1,0.82,0.81,4,233,4,1,0,support,low
1757,1,0.82,0.81,4,233,4,1,0,support,low
1758,1,0.82,0.81,4,233,4,1,0,support,low
1759,1,0.82,0.98,4,233,5,0,0,sales,low
1760,1,0.74,0.99,4,233,5,0,0,IT,low
1761,1,0.82,0.98,4,233,5,0,0,sales,low
1762,1,0.74,0.99,4,233,5,0,0,IT,low
1763,1,0.82,0.98,4,233,5,0,0,sales,low
1764,1,0.74,0.99,4,233,5,0,0,IT,low
1765,1,0.88,0.92,4,233,6,0,0,technical,low
1766,1,0.84,0.92,4,234,5,0,0,sales,low
1767,1,0.79,0.96,4,234,5,0,0,marketing,low
1768,1,0.85,1,4,234,5,0,0,hr,low
1769,1,0.84,0.92,4,234,5,0,0,sales,low
1770,1,0.84,0.92,4,234,5,0,0,sales,low
1771,1,0.88,0.91,4,234,6,0,0,technical,low
1772,1,0.91,0.87,4,235,5,0,0,technical,low
1773,1,0.83,0.92,4,235,5,0,0,sales,low
1774,1,0.91,0.87,4,235,5,0,0,technical,low
1775,1,0.91,0.87,4,235,5,0,0,technical,low
1776,1,0.88,0.87,4,235,6,0,0,management,low
1777,1,0.78,0.87,4,236,5,0,0,sales,medium
1778,1,0.36,0.62,4,237,2,0,0,technical,medium
1779,1,0.77,0.9,4,237,5,0,0,support,low
1780,1,0.89,1,4,237,5,0,0,support,medium
1781,1,0.76,0.98,4,237,5,0,0,sales,low
1782,1,0.77,0.9,4,237,5,0,0,support,low
1783,1,0.77,0.9,4,237,5,0,0,support,low
1784,1,0.31,0.56,4,238,2,0,0,accounting,medium
1785,1,0.31,0.56,4,238,2,0,0,accounting,medium
1786,1,0.31,0.56,4,238,2,0,0,accounting,medium
1787,1,0.58,0.62,4,238,3,0,0,hr,low
1788,1,0.58,0.62,4,238,3,0,0,hr,low
1789,1,0.58,0.62,4,238,3,0,0,hr,low
1790,1,0.86,0.95,4,238,5,0,0,sales,medium
1791,1,0.77,0.98,4,238,6,0,0,support,low
1792,1,0.82,0.87,4,239,5,0,0,sales,low
1793,1,0.76,0.92,4,239,5,0,0,product_mng,low
1794,1,0.75,0.88,4,239,5,0,0,sales,low
1795,1,0.84,0.83,4,239,5,0,0,product_mng,low
1796,1,0.82,0.87,4,239,5,0,0,sales,low
1797,1,0.76,0.92,4,239,5,0,0,product_mng,low
1798,1,0.82,0.87,4,239,5,0,0,sales,low
1799,1,0.76,0.92,4,239,5,0,0,product_mng,low
1800,1,0.74,0.82,4,239,6,0,0,IT,low
1801,1,0.74,0.82,4,239,6,0,0,IT,low
1802,1,0.74,0.82,4,239,6,0,0,IT,low
1803,1,0.79,0.84,4,240,5,0,0,sales,medium
1804,1,0.79,0.84,4,240,5,0,0,sales,medium
1805,1,0.86,0.95,4,241,5,0,0,accounting,low
1806,1,0.78,0.96,4,241,5,0,0,technical,low
1807,1,0.81,1,4,241,5,0,0,hr,low
1808,1,0.92,0.89,4,241,5,0,0,technical,low
1809,1,0.77,0.87,4,242,6,0,0,sales,low
1810,1,0.89,0.98,4,242,6,0,0,marketing,low
1811,1,0.91,0.98,4,242,6,0,0,support,low
1812,1,0.77,0.87,4,242,6,0,0,sales,low
1813,1,0.77,0.87,4,242,6,0,0,sales,low
1814,1,0.91,0.98,4,242,6,0,0,support,low
1815,1,0.89,0.82,4,243,5,0,0,sales,medium
1816,1,0.83,0.82,4,243,5,0,0,sales,medium
1817,1,0.75,1,4,243,5,0,0,RandD,low
1818,1,0.79,0.97,4,243,5,0,0,support,medium
1819,1,0.89,0.82,4,243,5,0,0,sales,medium
1820,1,0.49,0.73,4,244,3,0,0,support,low
1821,1,0.72,1,4,245,5,0,0,sales,low
1822,1,0.92,0.92,4,245,5,0,0,sales,low
1823,1,0.77,0.83,4,245,5,0,0,sales,medium
1824,1,0.75,0.97,4,245,5,0,0,support,medium
1825,1,0.82,0.83,4,245,5,1,0,sales,low
1826,1,0.91,0.9,4,245,5,0,0,technical,low
1827,1,0.84,0.89,4,245,5,1,0,support,medium
1828,1,0.75,0.98,4,245,5,0,0,management,low
1829,1,0.72,1,4,245,5,0,0,sales,low
1830,1,0.73,0.86,4,245,6,0,0,sales,low
1831,1,0.91,1,4,245,6,0,0,RandD,medium
1832,1,0.73,0.86,4,245,6,0,0,sales,low
1833,1,0.73,0.86,4,245,6,0,0,sales,low
1834,1,0.76,0.92,4,246,5,0,0,sales,low
1835,1,0.91,0.92,4,246,5,0,0,sales,low
1836,1,0.82,0.93,4,246,5,0,0,sales,medium
1837,1,0.76,0.92,4,246,5,0,0,sales,low
1838,1,0.91,0.92,4,246,5,0,0,sales,low
1839,1,0.76,0.92,4,246,5,0,0,sales,low
1840,1,0.91,0.92,4,246,5,0,0,sales,low
1841,1,0.84,0.87,4,246,6,0,0,hr,low
1842,1,0.86,0.84,4,246,6,0,0,IT,low
1843,1,0.84,0.87,4,246,6,0,0,hr,low
1844,1,0.86,0.84,4,246,6,0,0,IT,low
1845,1,0.84,0.87,4,246,6,0,0,hr,low
1846,1,0.91,0.89,4,247,5,0,0,hr,low
1847,1,0.73,0.91,4,247,5,0,0,support,medium
1848,1,0.84,0.96,4,247,5,0,0,sales,low
1849,1,0.85,0.85,4,247,6,0,0,technical,low
1850,1,0.85,0.85,4,247,6,0,0,technical,low
1851,1,0.87,0.98,4,248,5,0,0,sales,low
1852,1,0.82,0.93,4,248,5,0,0,product_mng,medium
1853,1,0.87,0.98,4,248,5,0,0,sales,low
1854,1,0.87,0.98,4,248,5,0,0,sales,low
1855,1,0.74,0.88,4,248,6,0,0,accounting,low
1856,1,0.74,1,4,249,5,0,0,IT,low
1857,1,0.82,0.82,4,249,5,0,0,hr,low
1858,1,0.78,0.86,4,249,5,0,0,sales,medium
1859,1,0.83,0.98,4,249,5,0,0,support,low
1860,1,0.74,1,4,249,5,0,0,IT,low
1861,1,0.74,1,4,249,5,0,0,IT,low
1862,1,0.84,0.85,4,249,6,0,0,marketing,low
1863,1,0.77,1,4,249,6,0,0,support,medium
1864,1,0.84,0.85,4,249,6,0,0,marketing,low
1865,1,0.84,0.85,4,249,6,0,0,marketing,low
1866,1,0.91,0.9,4,250,5,0,0,sales,medium
1867,1,0.84,0.93,4,250,5,0,0,IT,medium
1868,1,0.86,1,4,250,6,0,0,support,medium
1869,1,0.84,0.93,4,251,5,0,0,technical,medium
1870,1,0.83,0.95,4,251,5,0,0,marketing,medium
1871,1,0.84,0.93,4,251,5,0,0,technical,medium
1872,1,0.83,0.95,4,251,5,0,0,marketing,medium
1873,1,0.84,0.93,4,251,5,0,0,technical,medium
1874,1,0.83,0.95,4,251,5,0,0,marketing,medium
1875,1,0.91,0.97,4,251,6,0,0,technical,low
1876,1,0.91,1,4,251,6,0,0,technical,low
1877,1,0.81,0.85,4,251,6,0,0,hr,medium
1878,1,0.81,0.85,4,251,6,0,0,hr,medium
1879,1,0.73,1,4,252,5,0,0,technical,medium
1880,1,0.82,0.92,4,252,5,0,0,marketing,medium
1881,1,0.73,1,4,252,5,0,0,technical,medium
1882,1,0.73,1,4,252,5,0,0,technical,medium
1883,1,0.81,1,4,253,5,0,0,technical,low
1884,1,0.78,1,4,253,5,0,0,marketing,low
1885,1,0.74,1,4,253,5,0,0,sales,low
1886,1,0.78,0.81,4,253,5,0,0,marketing,low
1887,1,0.76,0.99,4,253,5,1,0,IT,medium
